URL,Name,Address,Loại hình,PriceRange,Opening Hours,Cuisine,Telephone,Phù hợp,Món đặc sắc,Không gian,Tổng sức chứa,Điểm đặc trưng,Tên tầng,Sức chứa,Tên tiện ích,Mô tả tiện ích,Ngày,Giờ mở,Giờ đóng,ExImages,Kinh độ,Vĩ độ,MenuImages,FoodName,PriceFood,MoTaFood,DanhMuc,TenCombo,GiaComBo,ThoiGianTaoCombo,Rate,ReviewText,PhotoReview,StayDate,CreateDate
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,Cơm Tấm Thuận Kiều - Thuận Kiều,"54 Thuận Kiều, P. 4, Q. 11",Gọi món Việt,40.000 - 80.000,06h00 - 21h00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,"Tất cả khách hàng, gia đình, bạn bè, tiếp khách, sinh nhật...","- Bò satsuma A5+ (dùng kèm bánh chanh vàng, cà chua, khoai tây nấu chậm trong mỡ bò Kobe, cà rốt nhỏ)
- Đùi vịt nấu chậm (dùng kèm khoai tây xào tỏi, húng quế, xà lách rocket, sốt mù tạt vàng)
- Cà chua lớn phô mai mozzarella (bánh tart nghìn lớp nhân cà chua, phô mai Mozzarella nhà làm, sốt quế, giấm balsamic, xà lách rocket)
- Súp vàng hải sản kiểu Pháp (Nhụy hoa nghệ tây, cá mú , sò điệp, mực, sốt Aioli)
- Mỳ Ý đen nhà làm (dùng kèm sò điệp, tôm sú biển, vẹm, sốt tôm)
- Súp phở bào ngư gan ngỗng
- Salad trái cây – kem trà xanh bạc hà – bánh quy
- Lưỡi bò","Phong cách Âu, sang trọng, ấm áp", 35 khách,"- Nhà hàng Kobe Bistro do đầu bếp nổi tiếng David Thai làm đầu bếp trưởng. Ông là một chuyên gia về ẩm thực Pháp đương đại. Phong cách đặc trưng của ông là sự pha trộn 2 nền ẩm thực Đông và Tây.
- Món ăn mang hương vị khác biệt và không gian sang trọng, ấm áp đặc trưng tại Kobe Bistro sẽ là một lựa chọn hoàn hảo, ghi dấu ấn khó phai cho bữa tiệc của bạn.",,,,,,,,,106.658835924231,10.7591510683216,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,Tầng 1,20 khách,,,,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,Chỗ để xe ô tô,Để xe tại nhà hàng (Miễn phí),,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,Chỗ để xe máy,Để xe tại nhà hàng (Miễn phí),,,,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ hai,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ ba,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ tư,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ năm,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ sáu,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Thứ bảy,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,Chủ nhật,06:00,21:00,,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 1: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-1-normal-2281010160922.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 2: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-2-normal-2281010260923.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 3: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-3-normal-2281010360924.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 4: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-4-normal-2281011060925.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 5: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-5-normal-2281011160926.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 6: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-6-normal-2281011360927.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 7: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-7-normal-2281011460928.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,Slide thuận kiều 8: https://pasgo.vn/Upload/anh-chi-tiet/slide-thuan-kieu-8-normal-2281011560929.webp,,,,,,,,,,,,,,,
https://pasgo.vn/nha-hang/com-tam-thuan-kieu-thuan-kieu-5207,,,,,,,,,,,,,,,,,,,,,,,https://cdn.pastaxi-manager.onepas.vn/Content/Uploads/Prices/huy/Menu-Com-Tam-Thuan-Kieu/menu-thuận-kiều-1.jpg,,,,,,,,,,,,
